node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
100,1,-96.7703532,43.6125535,1,,,
200,2,-96.7113798,43.6055616,2,,,
101,1,-96.77069,43.6127821,1,,,
300,3,-96.77456,43.5730589,3,,,
201,2,-96.7113168,43.6060876,2,,,
102,1,-96.7702911,43.6130794,1,,,
202,2,-96.7115165,43.605747,2,,,
600,6,-96.7119075,43.587663,6,,,
301,3,-96.774033,43.5730079,3,,,
103,1,-96.770163,43.6127302,1,,,
302,3,-96.7742993,43.5726803,3,,,
400,4,-96.7473436,43.5634338,4,,,
303,3,-96.7745774,43.5729427,3,,,
1200,12,-96.7803817,43.5440643,12,,,
401,4,-96.7471725,43.5639348,4,,,
304,3,-96.7741274,43.5731813,3,,,
402,4,-96.747063,43.5633914,4,,,
500,5,-96.731662,43.5637666,5,,,
403,4,-96.7474317,43.563577,4,,,
1100,11,-96.7471062,43.544198,11,,,
501,5,-96.731675,43.5642956,5,,,
404,4,-96.7470759,43.5639204,4,,,
502,5,-96.7313151,43.5639243,5,,,
601,6,-96.7114939,43.5873526,6,,,
503,5,-96.7318325,43.563956,5,,,
900,9,-96.7315076,43.548663,9,,,
602,6,-96.7113774,43.587652,6,,,
203,2,-96.7109876,43.605735,2,,,
603,6,-96.711898,43.5876957,6,,,
504,5,-96.7317191,43.5642664,5,,,
604,6,-96.7119083,43.587511,6,,,
800,8,-96.7116478,43.562393,8,,,
700,7,-96.6935434,43.5640987,7,,,
801,8,-96.7113055,43.5625963,8,,,
701,7,-96.6936897,43.563782,7,,,
1800,18,-96.6943402,43.5468261,18,,,
802,8,-96.7111178,43.562399,8,,,
605,6,-96.7113782,43.587516,6,,,
803,8,-96.7112606,43.5620683,8,,,
702,7,-96.6934984,43.5635717,7,,,
804,8,-96.7116038,43.5624924,8,,,
901,9,-96.7313202,43.5488637,9,,,
805,8,-96.711647,43.562252,8,,,
1600,16,-96.711647,43.546816,16,,,
902,9,-96.7309785,43.548674,9,,,
505,5,-96.7313025,43.5639669,5,,,
903,9,-96.7310192,43.5484287,9,,,
806,8,-96.7113028,43.5620564,8,,,
904,9,-96.7315103,43.54854,9,,,
1000,10,-96.7316978,43.545359,10,,,
1001,10,-96.7311698,43.545327,10,,,
905,9,-96.7309812,43.548509,9,,,
1002,10,-96.7315565,43.5455277,10,,,
1101,11,-96.7467616,43.5444023,11,,,
1003,10,-96.7317033,43.5451999,10,,,
1500,15,-96.7317677,43.529474,15,,,
1004,10,-96.7313205,43.5450142,10,,,
1601,16,-96.7114605,43.5464728,16,,,
1005,10,-96.7313945,43.544992,10,,,
1700,17,-96.7115285,43.541039,17,,,
1102,11,-96.7465772,43.544207,11,,,
405,4,-96.7469028,43.563586,4,,,
1103,11,-96.7467224,43.5438743,11,,,
1006,10,-96.7315165,43.5449997,10,,,
1104,11,-96.746941,43.5443944,11,,,
1201,12,-96.780039,43.5442056,12,,,
1105,11,-96.7471159,43.5441324,11,,,
1400,14,-96.7512701,43.5294486,14,,,
1202,12,-96.7798627,43.5439592,12,,,
305,3,-96.7740584,43.5728377,3,,,
1203,12,-96.7800359,43.5436766,12,,,
1106,11,-96.746938,43.5438654,11,,,
1204,12,-96.7804117,43.5439341,12,,,
1300,13,-96.7936164,43.4908419,13,,,
1301,13,-96.7931024,43.4907139,13,,,
1205,12,-96.7798976,43.5438061,12,,,
1302,13,-96.7932127,43.490478,13,,,
