node_id,zone_id,x_coord,y_coord,meso_link_id,lane_no,is_boundary
0,1,-96.7703532,43.6125535,0,1,
1,,-96.7702676,43.6125433,0,1,
2,,-96.770182,43.6125332,0,1,
3,,-96.7700964,43.6125231,0,1,
4,,-96.7700108,43.612513,0,1,
5,,-96.7699252,43.6125028,0,1,
6,,-96.7698396,43.6124927,0,1,
7,,-96.769754,43.6124826,0,1,
8,,-96.7696684,43.6124725,0,1,
9,,-96.7695828,43.6124623,0,1,
10,,-96.7694972,43.6124522,0,1,
11,,-96.7694116,43.6124421,0,1,
12,,-96.769326,43.612432,0,1,
13,,-96.7692404,43.6124218,0,1,
14,,-96.7691548,43.6124117,0,1,
15,,-96.7690692,43.6124016,0,1,
16,,-96.7689836,43.6123914,0,1,
17,,-96.768898,43.6123813,0,1,
18,,-96.7688124,43.6123712,0,1,
19,,-96.7687268,43.6123611,0,1,
20,,-96.7686412,43.6123509,0,1,
21,,-96.7685556,43.6123408,0,1,
22,,-96.7684699,43.6123307,0,1,
23,,-96.7683843,43.6123206,0,1,
24,,-96.7682987,43.6123104,0,1,
25,,-96.7682131,43.6123003,0,1,
26,,-96.7681275,43.6122902,0,1,
27,,-96.7680419,43.6122801,0,1,
28,,-96.7679563,43.6122699,0,1,
29,,-96.7678707,43.6122598,0,1,
30,,-96.7677851,43.6122497,0,1,
31,,-96.7676995,43.6122395,0,1,
32,,-96.7676139,43.6122294,0,1,
33,,-96.7675283,43.6122193,0,1,
34,,-96.7674427,43.6122092,0,1,
35,,-96.7673571,43.612199,0,1,
36,,-96.7672715,43.6121889,0,1,
37,,-96.7671859,43.6121788,0,1,
38,,-96.7671003,43.6121686,0,1,
39,,-96.7670147,43.6121585,0,1,
40,,-96.7669291,43.6121484,0,1,
41,,-96.7668435,43.6121383,0,1,
42,,-96.7667579,43.6121281,0,1,
43,,-96.7666723,43.612118,0,1,
44,,-96.7665867,43.6121079,0,1,
45,,-96.7665011,43.6120977,0,1,
46,,-96.7664155,43.6120876,0,1,
47,,-96.7663299,43.6120775,0,1,
48,,-96.7662443,43.6120674,0,1,
49,,-96.7661587,43.6120572,0,1,
50,,-96.7660731,43.6120471,0,1,
51,,-96.7659875,43.612037,0,1,
