mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses
0,0,41197842,,1,1,1,358,1,1,1,41197844,41535235,right,,,,EBR,"LINESTRING (-111.8462522 33.5896570, -111.8462088 33.5895600)",,,auto
1,0,41197842,,1,1,1,359,1,1,1,41197844,41535246,left,,,,EBL,"LINESTRING (-111.8462522 33.5896570, -111.8461287 33.5896873)",,,auto
2,0,41197842,,357,1,1,0,1,1,1,41535235,41197844,left,,,,NBL,"LINESTRING (-111.8462088 33.5895600, -111.8462522 33.5896570)",,,auto
3,0,41197842,,357,1,1,359,1,1,1,41535235,41535246,thru,,,,NBT,"LINESTRING (-111.8462088 33.5895600, -111.8461287 33.5896873)",,,auto
4,0,41197842,,360,1,1,0,1,1,1,41535246,41197844,right,,,,SBR,"LINESTRING (-111.8461287 33.5896873, -111.8462522 33.5896570)",,,auto
5,0,41197842,,360,1,1,358,1,1,1,41535246,41535235,thru,,,,SBT,"LINESTRING (-111.8461287 33.5896873, -111.8462088 33.5895600)",,,auto
6,2,41211451,,3,1,1,4218,1,1,1,41211453,41661374,left,,,,WBL,"LINESTRING (-111.8842090 33.6175224, -111.8842317 33.6174133)",,,auto
7,2,41211451,,3,1,1,4241,1,1,1,41211453,42264890,right,,,,WBR,"LINESTRING (-111.8842090 33.6175224, -111.8843275 33.6175329)",,,auto
8,2,41211451,,4219,1,1,2,1,1,1,41661374,41211453,right,,,,NBR,"LINESTRING (-111.8842317 33.6174133, -111.8842090 33.6175224)",,,auto
9,2,41211451,,4219,1,1,4241,1,1,1,41661374,42264890,thru,,,,NBT,"LINESTRING (-111.8842317 33.6174133, -111.8843275 33.6175329)",,,auto
10,2,41211451,,4240,1,1,2,1,1,1,42264890,41211453,left,,,,SBL,"LINESTRING (-111.8843275 33.6175329, -111.8842090 33.6175224)",,,auto
11,2,41211451,,4240,1,1,4218,1,1,1,42264890,41661374,thru,,,,SBT,"LINESTRING (-111.8843275 33.6175329, -111.8842317 33.6174133)",,,auto
12,4,41222507,,5,1,1,3448,1,1,1,41222508,41841611,right,,,,WBR,"LINESTRING (-111.8536584 33.5779768, -111.8535785 33.5780601)",,,auto
13,4,41222507,,5,1,1,3449,1,1,1,41222508,42006577,thru,,,,WBT,"LINESTRING (-111.8536584 33.5779768, -111.8537461 33.5780696)",,,auto
14,4,41222507,,3447,1,1,4,1,1,1,41841611,41222508,left,,,,WBL,"LINESTRING (-111.8535785 33.5780601, -111.8536584 33.5779768)",,,auto
15,4,41222507,,3447,1,1,3449,1,1,1,41841611,42006577,right,,,,WBR,"LINESTRING (-111.8535785 33.5780601, -111.8537461 33.5780696)",,,auto
