node_id,zone_id,x_coord,y_coord
1,1,-87.67559107263199,42.01165237596879
2,2,-87.69940207193123,42.00355037236519
3,3,-87.66487612294732,41.97744391630916
4,4,-87.68987767221154,41.96394057696984
5,5,-87.65297062329769,41.93243278517809
6,6,-87.74345242063487,41.99004703302587
7,7,-87.72559417116042,41.96033968647936
8,8,-87.79940826898812,41.987346365158004
9,9,-87.8220287183224,41.94863679238527
10,10,-87.76369177003923,41.93873434353644
11,11,-87.7613106701093,41.896423880273225
12,12,-87.72559417116042,41.90182521600896
13,13,-87.71964142133561,41.87211786946244
14,14,-87.7136886715108,41.92973211731022
15,15,-87.68035327249183,41.903625661254196
16,16,-87.6684477728422,41.87571875995293
17,17,-87.63749347375317,41.90182521600896
18,18,-87.6303501739634,41.88021987306604
19,19,-87.62558797410354,41.85861453012312
20,20,-87.71726032140567,41.84061007767069
21,21,-87.67082887277213,41.85411341701001
22,22,-87.62201632420866,41.83610896455758
23,23,-87.66249502301739,41.823505847840885
24,24,-87.7136886715108,41.81900473472778
25,25,-87.76964451986404,41.78929738818126
26,26,-87.7101170216159,41.78209560720029
27,27,-87.6589233731225,41.7784947167098
28,28,-87.61368247445391,41.80640161801107
29,29,-87.6017769748043,41.76409115474786
30,30,-87.71130757158086,41.74698692491805
31,31,-87.65416117326265,41.73528403082397
32,32,-87.67797217256191,41.7028760164096
33,33,-87.6208257742437,41.67406889248571
34,34,-87.61963522427872,41.71187824263581
35,35,-87.5601077260306,41.74158558918232
36,36,-87.5565360761357,41.68757223182503
37,37,-87.90774831579972,41.98194502942227
38,38,-88.17562205791636,42.114277754947636
39,39,-88.03394661208578,42.13408265264531
40,40,-88.09347411033391,42.13408265264531
41,41,-88.03394661208578,42.09087196675948
42,42,-88.09228356036895,42.09087196675948
43,43,-87.91846326548439,42.13318243002269
44,44,-87.97680021376758,42.13408265264531
45,45,-87.91846326548439,42.09087196675948
46,46,-87.97799076373254,42.089071521514235
47,47,-87.80417046884796,42.13408265264531
48,48,-87.86131686716618,42.13408265264531
49,49,-87.80536101881293,42.09087196675948
50,50,-87.86131686716618,42.09087196675948
51,51,-87.75535792028448,42.13138198477745
52,52,-87.69821152196627,42.08006929528802
53,53,-87.74702407052975,42.089071521514235
54,54,-88.17205040802146,42.05036194874151
55,55,-88.2315779062696,42.048561503496266
56,56,-88.17205040802146,42.01165237596879
57,57,-88.2315779062696,42.01165237596879
58,58,-88.06013871131496,42.053062616609374
59,59,-88.11609455966821,42.05126217136413
60,60,-88.06013871131496,42.016153489081894
61,61,-88.11609455966821,42.01435304383665
62,62,-87.95060811453838,42.053962839232
63,63,-88.00537341292667,42.053062616609374
64,64,-87.95060811453838,42.01705371170451
65,65,-88.00418286296171,42.016153489081894
66,66,-87.83869641783188,42.05486306185462
67,67,-87.89465226618513,42.05486306185462
68,68,-87.83869641783188,42.020654602195
69,69,-87.89346171622017,42.019754379572376
70,70,-87.72083197130057,42.053962839232
71,71,-87.78155001951367,42.05576328447724
72,72,-87.72321307123049,42.02605593793073
73,73,-87.78035946954871,42.02605593793073
74,74,-87.68392492238672,42.05486306185462
75,75,-87.68392492238672,42.034157941534325
76,76,-87.87084126688588,41.976543693686544
77,77,-87.89465226618513,41.93243278517809
78,78,-87.83750586786692,41.92793167206498
79,79,-87.81964761839248,41.964840799592466
80,80,-87.83393421797203,41.888321876669636
81,81,-87.89346171622017,41.88742165404701
82,82,-87.83393421797203,41.84601141340642
83,83,-87.88989006632528,41.84331074553856
84,84,-87.7934555191633,41.889222099292255
85,85,-87.77321616975892,41.84601141340642
86,86,-87.83036256807715,41.801900504897965
87,87,-87.88750896639536,41.80010005965272
88,88,-87.83036256807715,41.75778959638951
89,89,-87.88750896639536,41.75598915114426
90,90,-87.77559726968886,41.81360339899204
91,91,-87.77321616975892,41.75778959638951
92,92,-87.96965691397779,41.66326622101425
93,93,-87.82798146814721,41.714578910503676
94,94,-87.88512786646544,41.71277846525843
95,95,-87.82679091818225,41.6695677793726
96,96,-87.8827467665355,41.6695677793726
97,97,-87.71487922147575,41.72268091410727
98,98,-87.770835069829,41.715479133126294
99,99,-87.7101170216159,41.66326622101425
100,100,-87.76964451986404,41.671368224617844
101,101,-87.66130447305243,41.660565553146384
102,102,-87.8256003682173,41.62545687086414
103,103,-87.88036566660558,41.62455664824152
104,104,-87.8220287183224,41.58224618497831
105,105,-87.88155621657054,41.581345962355684
106,106,-87.70773592168598,41.628157538732005
107,107,-87.76726341993411,41.628157538732005
108,108,-87.70654537172102,41.584046630223554
109,109,-87.76488232000419,41.58224618497831
110,110,-87.58987147515467,41.628157538732005
111,111,-87.64820842343784,41.62995798397725
112,112,-87.58868092518969,41.58314640760093
113,113,-87.64701787347288,41.58314640760093
114,114,-87.54463057648607,41.628157538732005
115,115,-87.54344002652111,41.584046630223554
116,116,-87.70535482175605,41.53903549909248
117,117,-87.7613106701093,41.53903549909248
118,118,-87.70297372182613,41.49492459058402
119,119,-87.76012012014434,41.49492459058402
120,120,-87.58868092518969,41.53903549909248
121,121,-87.64701787347288,41.53903549909248
122,122,-87.58749037522473,41.49582481320664
123,123,-87.64582732350792,41.49582481320664
124,124,-87.54224947655615,41.52103104664005
125,125,-88.1744315079514,41.96934191270557
126,126,-88.23038735630465,41.9666412448377
127,127,-88.17205040802146,41.925231004197116
128,128,-88.2315779062696,41.92253033632925
129,129,-88.06251981124488,41.97024213532819
130,130,-88.11609455966821,41.96844169008295
131,131,-88.06013871131496,41.928831894687605
132,132,-88.11609455966821,41.926131226819734
133,133,-87.96251361418801,41.972942803196055
134,134,-88.00537341292667,41.972942803196055
135,135,-87.95060811453838,41.928831894687605
136,136,-88.00775451285661,41.92793167206498
137,137,-88.1744315079514,41.87931965044342
138,138,-88.2315779062696,41.87931965044342
139,139,-88.17562205791636,41.837909409802826
140,140,-88.23038735630465,41.83610896455758
141,141,-88.06132926127992,41.88382076355653
142,142,-88.11609455966821,41.882020318311284
143,143,-88.06132926127992,41.84061007767069
144,144,-88.11609455966821,41.837909409802826
145,145,-87.95060811453838,41.88652143142439
146,146,-88.00418286296171,41.88382076355653
147,147,-87.9470364646435,41.841510300293315
148,148,-88.00537341292667,41.84061007767069
149,149,-88.1744315079514,41.79289827867175
150,150,-88.23276845623457,41.79289827867175
151,151,-88.17324095798642,41.74968759278592
152,152,-88.2315779062696,41.74788714754067
153,153,-88.06013871131496,41.794698723916994
154,154,-88.11609455966821,41.794698723916994
155,155,-88.05894816135,41.75238826065378
156,156,-88.11490400970325,41.74968759278592
157,157,-87.9470364646435,41.79649916916223
158,158,-88.00299231299675,41.79649916916223
159,159,-87.94465536471357,41.75598915114426
160,160,-88.00180176303179,41.754188705899026
161,161,-87.97441911383764,41.71097802001319
162,162,-88.52088154775556,42.11337753232502
163,163,-88.40658875111913,42.11337753232502
164,164,-88.2637227553236,42.13408265264531
165,165,-88.32086915364181,42.135883097890556
166,166,-88.26253220535864,42.0917721893821
167,167,-88.32205970360678,42.09087196675948
168,168,-88.53993034719497,42.02875660579859
169,169,-88.42920920045343,42.02875660579859
170,170,-88.28872430458782,42.048561503496266
171,171,-88.34468015294107,42.04676105825102
172,172,-88.28991485455278,42.00985193072354
173,173,-88.34468015294107,42.00985193072354
174,174,-88.53873979723001,41.943235456649546
175,175,-88.42920920045343,41.94503590189479
