node_id,zone_id,x_coord,y_coord
1,1,-87.67559107,42.01165238
2,2,-87.69940207,42.00355037
3,3,-87.66487612,41.97744392
4,4,-87.68987767,41.96394058
5,5,-87.65297062,41.93243279
6,6,-87.74345242,41.99004703
7,7,-87.72559417,41.96033969
8,8,-87.79940827,41.98734637
9,9,-87.82202872,41.94863679
10,10,-87.76369177,41.93873434
11,11,-87.76131067,41.89642388
12,12,-87.72559417,41.90182522
13,13,-87.71964142,41.87211787
14,14,-87.71368867,41.92973212
15,15,-87.68035327,41.90362566
16,16,-87.66844777,41.87571876
17,17,-87.63749347,41.90182522
18,18,-87.63035017,41.88021987
19,19,-87.62558797,41.85861453
20,20,-87.71726032,41.84061008
21,21,-87.67082887,41.85411342
22,22,-87.62201632,41.83610896
23,23,-87.66249502,41.82350585
24,24,-87.71368867,41.81900473
25,25,-87.76964452,41.78929739
26,26,-87.71011702,41.78209561
27,27,-87.65892337,41.77849472
28,28,-87.61368247,41.80640162
29,29,-87.60177697,41.76409115
30,30,-87.71130757,41.74698692
31,31,-87.65416117,41.73528403
32,32,-87.67797217,41.70287602
33,33,-87.62082577,41.67406889
34,34,-87.61963522,41.71187824
35,35,-87.56010773,41.74158559
36,36,-87.55653608,41.68757223
37,37,-87.90774832,41.98194503
38,38,-88.17562206,42.11427775
39,39,-88.03394661,42.13408265
40,40,-88.09347411,42.13408265
41,41,-88.03394661,42.09087197
42,42,-88.09228356,42.09087197
43,43,-87.91846327,42.13318243
44,44,-87.97680021,42.13408265
45,45,-87.91846327,42.09087197
46,46,-87.97799076,42.08907152
47,47,-87.80417047,42.13408265
48,48,-87.86131687,42.13408265
49,49,-87.80536102,42.09087197
50,50,-87.86131687,42.09087197
51,51,-87.75535792,42.13138198
52,52,-87.69821152,42.0800693
53,53,-87.74702407,42.08907152
54,54,-88.17205041,42.05036195
55,55,-88.23157791,42.0485615
56,56,-88.17205041,42.01165238
57,57,-88.23157791,42.01165238
58,58,-88.06013871,42.05306262
59,59,-88.11609456,42.05126217
60,60,-88.06013871,42.01615349
61,61,-88.11609456,42.01435304
62,62,-87.95060811,42.05396284
63,63,-88.00537341,42.05306262
64,64,-87.95060811,42.01705371
65,65,-88.00418286,42.01615349
66,66,-87.83869642,42.05486306
67,67,-87.89465227,42.05486306
68,68,-87.83869642,42.0206546
69,69,-87.89346172,42.01975438
70,70,-87.72083197,42.05396284
71,71,-87.78155002,42.05576328
72,72,-87.72321307,42.02605594
73,73,-87.78035947,42.02605594
74,74,-87.68392492,42.05486306
75,75,-87.68392492,42.03415794
76,76,-87.87084127,41.97654369
77,77,-87.89465227,41.93243279
78,78,-87.83750587,41.92793167
79,79,-87.81964762,41.9648408
80,80,-87.83393422,41.88832188
81,81,-87.89346172,41.88742165
82,82,-87.83393422,41.84601141
83,83,-87.88989007,41.84331075
84,84,-87.79345552,41.8892221
85,85,-87.77321617,41.84601141
86,86,-87.83036257,41.8019005
87,87,-87.88750897,41.80010006
88,88,-87.83036257,41.7577896
89,89,-87.88750897,41.75598915
90,90,-87.77559727,41.8136034
91,91,-87.77321617,41.7577896
92,92,-87.96965691,41.66326622
93,93,-87.82798147,41.71457891
94,94,-87.88512787,41.71277847
95,95,-87.82679092,41.66956778
96,96,-87.88274677,41.66956778
97,97,-87.71487922,41.72268091
98,98,-87.77083507,41.71547913
99,99,-87.71011702,41.66326622
100,100,-87.76964452,41.67136822
101,101,-87.66130447,41.66056555
102,102,-87.82560037,41.62545687
103,103,-87.88036567,41.62455665
104,104,-87.82202872,41.58224618
105,105,-87.88155622,41.58134596
106,106,-87.70773592,41.62815754
107,107,-87.76726342,41.62815754
108,108,-87.70654537,41.58404663
109,109,-87.76488232,41.58224618
110,110,-87.58987148,41.62815754
111,111,-87.64820842,41.62995798
112,112,-87.58868093,41.58314641
113,113,-87.64701787,41.58314641
114,114,-87.54463058,41.62815754
115,115,-87.54344003,41.58404663
116,116,-87.70535482,41.5390355
117,117,-87.76131067,41.5390355
118,118,-87.70297372,41.49492459
119,119,-87.76012012,41.49492459
120,120,-87.58868093,41.5390355
121,121,-87.64701787,41.5390355
122,122,-87.58749038,41.49582481
123,123,-87.64582732,41.49582481
124,124,-87.54224948,41.52103105
125,125,-88.17443151,41.96934191
126,126,-88.23038736,41.96664124
127,127,-88.17205041,41.925231
128,128,-88.23157791,41.92253034
129,129,-88.06251981,41.97024214
130,130,-88.11609456,41.96844169
131,131,-88.06013871,41.92883189
132,132,-88.11609456,41.92613123
133,133,-87.96251361,41.9729428
134,134,-88.00537341,41.9729428
135,135,-87.95060811,41.92883189
136,136,-88.00775451,41.92793167
137,137,-88.17443151,41.87931965
138,138,-88.23157791,41.87931965
139,139,-88.17562206,41.83790941
140,140,-88.23038736,41.83610896
141,141,-88.06132926,41.88382076
142,142,-88.11609456,41.88202032
143,143,-88.06132926,41.84061008
144,144,-88.11609456,41.83790941
145,145,-87.95060811,41.88652143
146,146,-88.00418286,41.88382076
147,147,-87.94703646,41.8415103
148,148,-88.00537341,41.84061008
149,149,-88.17443151,41.79289828
150,150,-88.23276846,41.79289828
151,151,-88.17324096,41.74968759
152,152,-88.23157791,41.74788715
153,153,-88.06013871,41.79469872
154,154,-88.11609456,41.79469872
155,155,-88.05894816,41.75238826
156,156,-88.11490401,41.74968759
157,157,-87.94703646,41.79649917
158,158,-88.00299231,41.79649917
159,159,-87.94465536,41.75598915
160,160,-88.00180176,41.75418871
161,161,-87.97441911,41.71097802
162,162,-88.52088155,42.11337753
163,163,-88.40658875,42.11337753
164,164,-88.26372276,42.13408265
165,165,-88.32086915,42.1358831
166,166,-88.26253221,42.09177219
167,167,-88.3220597,42.09087197
168,168,-88.53993035,42.02875661
169,169,-88.4292092,42.02875661
170,170,-88.2887243,42.0485615
171,171,-88.34468015,42.04676106
172,172,-88.28991485,42.00985193
173,173,-88.34468015,42.00985193
174,174,-88.5387398,41.94323546
175,175,-88.4292092,41.9450359
176,176,-88.2863432,41.9648408
177,177,-88.34468015,41.96574102
178,178,-88.2887243,41.92253034
179,179,-88.3434896,41.91982967
180,180,-88.53993035,41.85591386
181,181,-88.42801865,41.85861453
182,182,-88.2887243,41.87841943
183,183,-88.3434896,41.87661898
184,184,-88.28753375,41.83520874
185,185,-88.3458707,41.83430852
186,186,-88.53993035,41.76949249
187,187,-88.4268281,41.77219316
188,188,-88.28753375,41.79109783
189,189,-88.34229905,41.79019761
190,190,-88.28753375,41.74788715
191,191,-88.34229905,41.74518648
192,192,-88.16014491,42.46086346
193,193,-88.03632771,42.47886792
194,194,-88.09585521,42.47706747
195,195,-88.03513716,42.43925812
196,196,-88.09109301,42.4383579
197,197,-87.94703646,42.45996324
198,198,-87.84464917,42.47796769
199,199,-87.84583972,42.4383579
200,200,-88.15657326,42.37534232
201,201,-88.03394661,42.39424699
202,202,-88.09347411,42.39424699
203,203,-88.03394661,42.35283675
204,204,-88.09347411,42.35193653
205,205,-87.91608217,42.39244655
206,206,-87.97560966,42.39424699
207,207,-87.91846327,42.35193653
208,208,-87.97799076,42.35283675
209,209,-87.84464917,42.39514721
210,210,-87.85417357,42.35283675
211,211,-88.15895436,42.28802072
212,212,-88.03513716,42.30872584
213,213,-88.09228356,42.30872584
214,214,-88.03513716,42.26281449
215,215,-88.09228356,42.26551516
216,216,-87.91965382,42.30782562
217,217,-87.97680021,42.3069254
218,218,-87.91846327,42.2673156
219,219,-87.97799076,42.26461493
220,220,-87.86131687,42.30782562
221,221,-87.85417357,42.26281449
222,222,-88.15895436,42.20159935
223,223,-88.03632771,42.22140425
224,224,-88.09228356,42.22230447
225,225,-88.03394661,42.17909378
226,226,-88.09228356,42.17639312
227,227,-87.91727272,42.22140425
228,228,-87.97680021,42.22230447
229,229,-87.91846327,42.17999401
230,230,-87.97680021,42.17999401
231,231,-87.84703027,42.2196038
232,232,-87.80417047,42.17999401
233,233,-87.86131687,42.17729334
234,234,-88.63755544,42.45996324
235,235,-88.5220721,42.45906302
236,236,-88.40896985,42.45726257
237,237,-88.29229595,42.4581628
238,238,-88.21610076,42.46086346
239,239,-88.63755544,42.37534232
240,240,-88.52326265,42.37534232
241,241,-88.40896985,42.37534232
242,242,-88.26372276,42.39334677
243,243,-88.32086915,42.39424699
244,244,-88.26372276,42.35283675
245,245,-88.32086915,42.35193653
246,246,-88.21610076,42.37534232
247,247,-88.63636489,42.28982117
248,248,-88.52326265,42.28892094
249,249,-88.4077793,42.28802072
250,250,-88.26372276,42.30872584
251,251,-88.32325025,42.3069254
252,252,-88.26253221,42.26551516
