mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses
0,1,,,3,1,1,2,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7702912 43.6130794, -96.7706900 43.6127821)",,,
1,1,,,5,1,1,1,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7701630 43.6127302, -96.7703532 43.6125535)",,,
2,2,,,1,1,1,4,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7113798 43.6055616, -96.7115165 43.6057470)",,,
3,2,,,14,1,1,3,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7109876 43.6057350, -96.7113168 43.6060876)",,,
4,3,,,2,1,1,6,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7745600 43.5730588, -96.7742993 43.5726803)",,,
5,3,,,2,1,1,7,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7745600 43.5730588, -96.7745774 43.5729427)",,,
6,3,,,8,1,1,5,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7741274 43.5731813, -96.7740330 43.5730079)",,,
7,3,,,8,1,1,7,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7741274 43.5731813, -96.7745774 43.5729427)",,,
8,3,,,35,1,1,5,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7740584 43.5728377, -96.7740330 43.5730079)",,,
9,3,,,35,1,1,6,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7740584 43.5728377, -96.7742993 43.5726803)",,,
10,4,,,6,1,1,9,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7473436 43.5634338, -96.7470630 43.5633914)",,,
11,4,,,6,1,1,10,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7473436 43.5634338, -96.7474317 43.5635770)",,,
12,4,,,11,1,1,8,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7470760 43.5639204, -96.7471725 43.5639348)",,,
13,4,,,11,1,1,10,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7470760 43.5639204, -96.7474317 43.5635770)",,,
14,4,,,31,1,1,8,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7469028 43.5635859, -96.7471725 43.5639348)",,,
15,4,,,31,1,1,9,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7469028 43.5635859, -96.7470630 43.5633914)",,,
16,5,,,9,1,1,12,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7316620 43.5637666, -96.7313151 43.5639243)",,,
17,5,,,9,1,1,13,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7316620 43.5637666, -96.7318325 43.5639560)",,,
18,5,,,15,1,1,11,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7317191 43.5642664, -96.7316750 43.5642956)",,,
19,5,,,15,1,1,13,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7317191 43.5642664, -96.7318325 43.5639560)",,,
20,5,,,23,1,1,11,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7313025 43.5639670, -96.7316750 43.5642956)",,,
21,5,,,23,1,1,12,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7313025 43.5639670, -96.7313151 43.5639243)",,,
22,6,,,4,1,1,15,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7119075 43.5876630, -96.7118980 43.5876957)",,,
23,6,,,4,1,1,16,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7119075 43.5876630, -96.7119083 43.5875110)",,,
24,6,,,12,1,1,14,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7114939 43.5873526, -96.7113774 43.5876520)",,,
25,6,,,12,1,1,16,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7114939 43.5873526, -96.7119083 43.5875110)",,,
26,6,,,19,1,1,14,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7113782 43.5875160, -96.7113774 43.5876520)",,,
27,6,,,19,1,1,15,1,1,1,,,uturn,,,,NBU,"LINESTRING (-96.7113782 43.5875160, -96.7118980 43.5876957)",,,
28,7,,,20,1,1,18,1,1,1,,,right,,,,EBR,"LINESTRING (-96.6934984 43.5635717, -96.6936897 43.5637820)",,,
29,7,,,54,1,1,17,1,1,1,,,left,,,,NBL,"LINESTRING (-96.6931608 43.5637610, -96.6935434 43.5640987)",,,
30,8,,,16,1,1,20,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7116478 43.5623930, -96.7112606 43.5620683)",,,
31,8,,,16,1,1,21,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7116478 43.5623930, -96.7116038 43.5624924)",,,
32,8,,,16,1,1,22,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7116478 43.5623930, -96.7116470 43.5622520)",,,
33,8,,,17,1,1,19,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7113056 43.5625963, -96.7111178 43.5623990)",,,
34,8,,,17,1,1,21,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7113056 43.5625963, -96.7116038 43.5624924)",,,
35,8,,,17,1,1,22,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7113056 43.5625963, -96.7116470 43.5622520)",,,
36,8,,,24,1,1,19,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7113029 43.5620564, -96.7111178 43.5623990)",,,
37,8,,,24,1,1,20,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7113029 43.5620564, -96.7112606 43.5620683)",,,
